,review,sentiment
215,This movie without doubt perfect people there rating film low grade no good plot anything like thats ridiculous saying Jackie Chan movie bad plot like saying porn movie bad no plot watch Jackie Chan FOR THE FIGHT SCENES action not much concentrated good story anything like if look make movie compare American film era even later will realize Jackie Chan movie over top fight scene not really good plot American movie good plot shitty action scene compared to what Jackie Chan doing time Porn watched porn Jackie Chan watched the ACTION think people rating bad there no plot think thats smart movie critic would rate good movie the way see it good movie is a movie that can keep entertained Sure the middle the movie boring VERY BORING put it way the rest is action scene stunt much pay all that This change the way how American action movie created have even stollen scene this movie If you want a true man a true entertainer watch this movie many Jackie Chan he pure everyway He literally make American movie look like a walk the park even TODAYS movie American movie rely much special effect safety wire stunt double so much Police Story many Jackie Chan film are piece of work of a true entertainer just go all out is talented what can a masterpiece,positive
216,I saw London Film Festival last night apparently shorter version James McNally summary content film good Nossiter very deftly blend investigation wine business wider concern globalisation homogenisation effect mass medium power capital need diversity The film shot hand held DV some might find offputting enable Nossiter catch people guard number occasion which probably would have possible using conventional equipment Despite sprawling feel film the editing very sharp only giving u parade the world dog also undercutting number interviewee comment somewhat contradictory visual image giving others sufficient rope hang To degree evoked Michael Moore recent work although Nossiter operates a subtle way probably the root the film go back Marcel Ophuls The Sorrow the Pity in the way the film constructed in the emergence salt the earth French peasant the star De Montille pere et fils present at the LFF screening answered question afterwards We indeed need a little disorder bravo Hubert Overall excellent film implication go way beyond the world wine the way construct a people organise world,positive
217,I t believe movie managed get relatively high rating It barely watchable unbelievably boring certainly one worst film I seen long long time In a no budget way reminded Star Wars Episodes I II the sheer impression you watching a total creative train wreck This film be avoided all cost It one of festival film only please the pseudo intellectual they so badly made those people think make different therefore good Bad film making not different s bad film making,negative
218,This movie really woke like wake main male character bravely different movie life slumber This guy John Ben Chaplin lead mediocre safe life bank teller small provincial English town stunningly gorgeous wild girl die Nadia Nicole Kidman ordered email Russia enters life become his beloved wife Johns plan However glitch turn up Nadia not speak word Johns language Although calm emotionless outside John becomes interested beautiful Nadia instead using full refund policy matching service buy dictionary start communication process What happens henceforth plot really shake poor John his slumber decently paid safe feeling clerk decision making decently thinking action figure giving viewer a subliminal message would probably acted likewise Kidman Cassel Kassovitz make a great team acting Russians they almost indistinguishable real thing almost due slight accent present their Russian dialogue however slight enough amaze a native Russian the hard work done get the word sound right Nicole Kidman prof talent again playing a character quite different the previous role least the cultural background The pace the film fast captivating certainly not ready quit watching the end title appear rather feel the middle the plot are left a desire see the sequel soon come My advice go get this film immediately watch enjoy To sum up ha unusual plot great acting idea the surface Like the idea the rude awakening the artificial safe routine life a wheel in a Society machine the life member the Fight Club so keen quit the machine which Pink Floyd sings Welcome the machine I bet in the end John rather with Sophia their way the unknown not met at Thank you writer the great story and everyone else this great movie Please make a sequel And you can stage it whereever and name the location whatever the authenticity the place irrelevant to the percent the potential viewer I sure it,positive
219,Ed Wood ride The fact movie made give young aspiring film maker hope Any screenplay might thought using line litterbox birdcage now seem bad Do watch movie unless a healthy stash Tylenol Rolaids Watching movie made realize Boa v Python not bad all It probably would been better do movie Claymation at least way actor would have had take credit being this film It understandable this director so many alias There a bright side watching this movie get someone bring a bag chip eat way cocoon cheese surround you enabling you to make toward TV set cocoon of cheese that surround,negative
220,This sport nice deep cast for thriller better deliver than name actor talk The first third this movie nothing talk talk Most bunch woman bitching everything each The first five listed actor here woman that verifies that it really a chick flick little else This probably play Lifetime network There a quick murder scene then more talk By halfway they lost By the way Sally Field looked year old here,negative
221,I think movie got It really cool music I never get head It cool looking character IS REALLY funny know kind crack on ground keep saying funny part every day three week Despite bad acting bad cgi bad story cop going robot really cool Its one of those movie you all of family watch get together eat pizza laugh like crazy watch two time There many funny part like Kurt trying get Edison attention gave finger then threw paint ball gun him so could play paint ball On part I kept saying Remember Remember my cousin saw showed what happened There also really funny part Edision ran the room Kurt before they fought and Kurt talking his Strange dream and wa Superman I LOVED part although ha since I saw so I t remember part Everything the actor said funny like how Kurt say I worship you like a GOD the robot Although there wa bad thing all wa a GREAT movie Man I t stop laughing I wish I that movie,positive
222,Howard Kevin Kline teach English high school small Indiana city He finally getting married Emily Joan Cusack much parent delight The town abuzz one it Cameron Matt Dillon been nominated an acting Oscar Everyone including Howard Emily watching Academy Awards television Cameron declared winner In acceptance speech Cameron announces able fulfill his role gay military man part because lesson learned a gay teacher had high school You guessed it Howard But Howard never come fact belief straight With whole town member medium waiting observing happening Howard Emily go ahead get married Or Howard truly gay realize can go ceremony This a wonderful funny humane film a gay man his situation As man did realize he wa gay Kline excellent touching The rest cast equally fine with Cusack a stitch mixed fiancé Dillon Bob Newhart Debbie Reynolds Tom Selleck others hand delight the audience well The costume nice the setting in the lovely Indiana heartland beautiful Then the script the direction the production very very nice But the insightful humorous the thoughtful look the gay population is the film best asset doubt For would offended a gay themed film yes skip one But everyone who want laugh heartily gain a better understanding of the gay situation the time this is definitely the best film there,positive
223,When opening shot U S Marines seriously disrespecting U S flag movie tough road ahead unfortunately downhill There military adviser credited also apparently retired U S Marine making even baffling incredible breach protocol law went unnoticed Even baffling way simply glossed how Marine reported KIA buried very short order without slightest explanation how identified body there even a body The U S government is still finding missing WWII take month identify remains Military shot remain MIA month year declared KIA remains positively identified after year red tape Here are expected believe it happens within a matter day week Maybe happens Denmark not the U S Clearly none the people involved ever the slightest involvement respect the U S military Beyond there are a number other utterly laughable moment character come with zinger of nowhere There must really extended meeting auteur actor they struggled find motivation such hogwash Having a script worked might helped this one seems been made on the spot working Cliffs Notes There no way know if the script wa this awful originally if it wa the auteur or the middle management kid the studio bear responsibility Either way this is awful movie should have never been made,negative
224,We usually think British expert rendering great adventure Imperial age like The Four Feathers Zulu simply the Imperial age the most part British Here The Wind the Lion see wonderful rendering America own Imperial age America projection power Teddy Roosevelt the backdrop for conventional tale the kidnapped damsel despite gentility smitten the rough manly nobility her captor in turn disarmed her beauty scorn Politically correct prig eager see slight native people culture rest assured the way Arabs Muslims depicted far flattering the way modern counterpart depict the current world stage What make this story different the terrific production value faultless photography composition editing the terrific casting the underappreciated Brian Keith playing bully Teddy vivid history Though The Wind the Lion told largely the eye the son every member the family identify one the character whether be Sean Connery noble brigand Candace Bergen feisty heroine John Huston wily John Hay Steve Kanaly spiffy radiant ruthless do lieutenant Roosevelt Big Stick There a transcendent scene the end the little boy symbolically swept away the dashing Moor on his white steed This is high adventure it best,positive
225,I looking forward seeing Dreamgirls quite while it raving review nomination medium attention And I must say first quarter movie good It really portrayed black music scene back However movie wore my whole family bored wit The singing kept coming one the I mean seriously one music number it would broke even RENT Furthermore I noticed hardly character development the character I didn care happened them Even Eddie Murphy character died drug overdose I knew I have been sad I couldn feel any emotion that character The character given flimsy background singing their childhood whatnot there personality revealed enough draw Finally the conflict simply not significant enough make the viewer care go along with the lack character development This movie reminded me of a copy cat movie based Ray Chicago Rent Ray Chicago wonderful movie in my opinion Overall I think movie would best suit someone doesn really care an overall story yet would enjoy two hour of entertaining fun singing performance,negative
226,One Starewicz longest strangest short film follows toy dog search orange becoming animated tear mother girl longs an orange The dog come upon an orange falling back car way be sold at night must protect orange he come enters devilish nightclub featuring many bizarre scary character With help a stuffed cat dog get the orange back the little girl she saved a terrible scurvy death The Mascot feature new technique I not yet seen Starewicz film The addition sync sound a mixture live action the stop motion animation make a new twist Starewicz old style puppetry Live scene moving car people foot walking a a puppet sits the concrete sidewalk impressive fresh The honking car cry street vendor noteworthy due the fact small studio shift sound costly Starewicz utilization the new technology seems like old hat New puppet character film frightening contribution the devil club scene Twigss newspaper shred come life Skeletons dead bird lay egg hatch skeleton chick Characters come flying from over pat pan rocking horse A new editing technique us quick zoom are accomplished editing speed the pace what might been a slow scene Overall Starewicz able update his style film making meet the demand a new audience making this film one the best example of his work,positive
227,Nice character development pretty cool milieu Being male I probably qualified totally understand do nice job establishing restrictive Victorian environment start It bleak really treatment woman probably even harsher What make go wonderful chemistry among principal character Each thing contend Once come rain break spider web they begin interact and slowly lose their sense of suspicion What I enjoyed movie that t go cheap comedy it could It didn t try pound a lesson u The people seem utterly without merit really nicely developed human being get see the light I have a little trouble the Alfred Molina character such epiphany quickly but within this world it needed happen Good acting around something positive taking place the life of some pretty good people,positive
228,Prussic gas murderer donning red clansman suit hood wielding white whip murder college school girl hand paid convict enlisted mysterious mastermind keep face hidden within office containing aquarium turtle fish The inspector Scotland Yard Higgins IJoachim Fuchsberger his superior Sir John Siegfried Schürenberg certainly their hand full case It seems center around student Ann Portland Uschi Glas turn inherit great deal wealth The girl targeted share room Ann reason their murder remains mystery SY finest must figure The staff girl dormitory seem hiding something certain member faculty falling prey killer red monk robe disguise talented enough precisely strangle neck attacked whip Two prisoner commissioned mystery man use newly created toxic gas created scientist murdered beginning film supposed monetary exchange his creation It clever scheme driver Greaves Günter Meisner meet convict hide barrel assisted a corrupt prison guard Taken blindfolded secret room mastermind give order kill how Uncovering operation a top priority Higgins Sir John lead truth seek regard murder why happening Under suspicion girl dormitory headmistress author brother a sweaty incredibly nervous chemistry teacher a snooping gardener Bannister Some red herring they are disposed throwing viewer a loop time real mastermind discovered The ending feature multiple twist Out Krimi film I seen THE COLLEGE GIRL MURDERS the closest a giallo colorful killer a convoluted plot yielding lot surprise potential suspect sordid shenanigan adult the college girl the dormitory I think can also see the influence James Bond this particular Krimi film the villain mastermind secret hideout an alligator pit isn used the fake bible water pistol when opened fire the gas the face startled victim the Greaves Royles Royce ha latch cause flap darken the window without revealing the passenger the back seat the peep hole used spy the girl their room while swimming Many might consider Sir John a liability due his bumbling buffoonish behavior how often undermines Higgins ability get the truth perhaps poking fun know all British inspector harm a case than solve it I felt wa used comedy relief particularly his attempt psychoanalyzing suspect potential victim often misunderstanding what are told to him Higgins using the skill adopted his year an investigator instead follows the clue fact often avoiding Sir John much possible Capable direction the reliable Alfred Vohrer who keep the pace humming a nice speed the screenplay full interesting character lurid content the fact so many the adult surrounding the dormitory are suspect might be the one wielding the whip calling the shot behind those murdered girl execution I say this may be one the best not the best example the Krimi genre it keep guessing always one ace it sleeve the revelation unearthed the end are quite eye opening you even get a literal unmasking of the real mastermind pulling the string to top it all,positive
229,I lucky see film part Melbourne International Film Festival day ago I must admit I very partial movie focus human relation especially one concentrate tragic side life I also love majority Scandinavian cinematic offering often particular deep quality the way the story unfolds the character drawn Character building this film extraordinary it detail it depth This is despite the fact we encounter quite a number character with very particular personal situation location within community The audience the end the screening very silent pensive I still playing of scene my mind I still amazed their power meaningfulness,positive
230,This movie really bad Most look like it wa filmed either a park a basement There a giant spider all see it one leg There some worm live a cave are cheap sock puppet cardboard teeth And plot a bunch post apocalyptic mumbo jumbo make sense all The whole thing just laughable,negative
231,I think one hell movie We see Steven fighting around his martial art stuff like all Segal movie s a message without message it would one many action fighting movie the message is what make segal movie great and special,positive
232,I saw movie theater thoroughly impressed Then when Claire Danes a good actress the foolish arrogant Hollywood ized bitch today Anyway film really struck one the raw realistic beautiful friendship film How far would really go your best friend I wa moved tear the end still tear when I watch it now I it I remember soon a I left the theater I called best friend sobbed much I loved This is a great film watch your best girlfriend However prepared the almost certain conversation afterward she turn you asks you do something like that for her,positive
233,I seen film literally time s absolutely jam packed entertainment Powers Boothe give stellar performance As fan actor William Shatner Impulse Ron Liebmann Up The Academy I never thought actor could capture intensity like Shatner Liebmann those role I saw Boothe Jim Jones As far a I concerned Powers Boothe IS Jim Jones film capture best performance,positive
234,The three main character all hopeless yet only feel sorry one them Ernesto hopelessly devoted Mercedes This part frustration screaming Mercedes get clue ditch good Harry no avail Then satisfaction Steve Buscemi great part transvestite Harvey Keitel s moving story his indignity playing gorilla a cheap TV movie incredible When least expect Quentin Tarintino doing half a monologue Anthony Quinn turn Ernesto a wealthy man Time again great moment appear the story in the end s hard know to feel this movie It t a happy ending even a complete one somehow feel right This movie strange then am I no wonder I liked it,positive
235,Reese Witherspoon first outing big screen memorable one She appears like a fresh scrubbed face tween slight stringy undeniably Reese I always liked a actor had idea started young career go figure I actually gained respect Reese know early I say because whenever I watched perform the character thus far each portrayal she also seemed have own persona lived character quite nicely fact Anyway first film experience Reese the Little Red Riding Hood parody Reese with Kiefer Sutherland somehow I assumed that wa her first time at bat Not so well done Reese,positive
236,This game rank all far I the honor playing mine PS the graphic really good The voice acting above standard The difficulty level just right Wesker to the best character the RE series my opinion The story amazed and took many different twist I t expecting The rating game deserves great,positive
237,This movie worth anything I mean you want watch kind stuff flip Hollywood movie This totally disgrace Bollywood name Neal N Nikki seriously sucked Never watch movie As actor appears acting gene skipped generation Tanisha t worn le Uday Chopra obviously just picked he director spoiled son All that Halla Re amazingly stupid The song eh I hope director not spend much money Bottom line I hated the movie Do not let kid watch and you your house is a stupid movie discard it Buy the CD you must As I said the song eh At least it is better the movie,negative
238,This yet another western greedy cattle baron looking push small rancher farmer It certainly been done since But The Violent Men something special What make special Barbara Stanwyck playing role vixen she often later film She married crippled Edward G Robinson cattle baron Robinson crippled there some hint injury may left impotent No matter Barbara whose need being met her brother law Brian Keith That sit well either Dianne Foster is Robinson Stanwyck daughter with Lita Milan is Keith Mexican girl friend The infidelity subplot almost take film but Glenn Ford the stalwart small rancher is a Civil War veteran come west his health manages hold his own He every inch the quiet western hero people make the mistake pushing too often I almost expect famous word Wild Bill Elliott come Ford mouth I a peaceable man Would been applicable The Vioilent Men The Fifties the age the adult western theme entering horse opera hadn t been explored The following year Glenn Ford would another western Jubal one of his best also explores infidelity a plot component There s enough traditional western stuff in The Violent Men and plenty those are addicted soap opera well,positive
239,Apparently The Mutilation Man about guy wanders land performing show self mutilation way coping his abusive childhood I use word apparently without listening a director Andy Copp commentary I t available me reading on film prior watching viewer t a clue it about Gorehounds fan extreme movie may lured watching The Mutilation Man promise some harsh scene splatter unsettling real life footage unless re also fond pretentious headache inducing experimental art house cinema ll find one a real chore sit minute ugly imagery accompanied dis chordant sound terrible music incomprehensible dialogue mind numbingly awful drivel the perfect way test one sanity still got your marble you ll switch rubbish and watch something decent instead I watched the whole thing am well aware I completely barking,negative
240,This movie absolutely pathetic A pitiful screenplay lack any story left watching three loser drool bikini babe At time I felt like I watching episode Beavis Butthead I t even sit the whole movie Emran Hashmi disappoints Hrshitta Bhatt not impressive all Celina Jaitley not bad The worthwhile part the film the spoof Anu Malik his obsession shayaris It pretty hilarious The song Sini Ne it remix version really good You always count Emran lip locking lip synching chartbuster All all seems Emran t a good script the Bhatts back up time,negative
241,I Feel Niiiiiight Heat I feel HEEAAAAAAAAAART beat Something t right Theme song written B J Cook Skylark David Foster old band wife She also wrote memorable theme CBC Airwaves OH Night Heat What program Well written well acted totally classic Crime solver good team dash humour the end I like think is really detective did Giambone a real favourite On a Canadian tip I learned EVERY Canadian actor name style guest spot done Night Heat Everyone passed the Night Heat set like Law Order wa story driven you could watch enjoy without a lot character melodrama,positive
242,This movie fails miserably every level I an idea let take everyone involved movie ship into hot zone the middle east Maybe we lucky be shot killed we t ever our time wasted Did I mention I never so bitter a cinematic pile crap my entire life My god I t think anything I ever seen wa this bad I rather watch Ishtar time a row sit minute this sorry excuse a film If I ever happen to meet anyone wa involved this film I ll spit their face then beat them senseless That my two cent,negative
243,Yes ll say i start commenting movie incredibly underrated Sharon Stone great role Catherine Trammell Morrissey Dr glass He an analyst sent evaluate her after death sport star Glass drawn a seductive game Trammel us manipulate mind The acting good apart Thewlis Stone really a talent role She slick naughty seductive doesn look a day older she first She really impressed like Casino Morrisey also good He showed much vunerablitity in a role needed Thewlis however lame He ruined character wa top whole way He really sucked Overall this movie a good the first Stone is a hoot to watch Just ignore Thewlis,positive
244,Based Edgar Rice Burroughs novel AT THE EARTH S CORE provides little than mean escape give brain rest A Victorian scientist Dr Abner Perry Peter Cushing invents giant burrowing machine his American partner Doug McClure use corkscrew way deep earth explore mystery may hold They soon discover lost world subhuman creature conflict prehistoric monster Cushing come across an absent minded professor point being annoying Instead being a bold adventurer he come across effeminate On other hand McClure overacted enough make also laughable Caroline Munro play the pretty Princess Dia refuse leave world near the center the earth Also the cast Godfrey James Cy Grant Michael Crane,negative
245,I seen film least time I still excited it acting perfect romance Joe Jean keep on the edge my seat plus I still think Bryan Brown the top Brilliant Film,positive
246,This show make absolutely sense Every week two lady go an estate gardening every week without fail somehow stumble upon murder Because everyone owns big house a large garden involved a murder right But even somehow happen stumble upon murder murder t smart thing do to tell police You know people can actually do something it But every week two fool go around polluting evidence committing crime their some case causing murder Once they do miraculously solve murder way murderer could ever convicted All evidence been sabotaged And d think people are covering murder would think to hire two t Yay We solved murder Now like every week let go confront murderer no back tell that know it There no way could get into danger there Rosemary and Thyme is one worst show television and certainly the most ridiculous,negative
247,This movie so bad funny For awhile I thought I actually watching parody bad movie a la For Your Consideration The cliffhanger scene end laughing my inside hurt The script wa dreadful enough coupled Sean Young terrible acting especially she explains entire plot great detail complete flashback dangling a cliff make a truly classically bad movie worth watching In fact fakey shot this scene reminded me Ed Wood movie I still t believe this thing got made First of all a bad script get the green light How did star actor get attached Were at low point their career Questions question,negative
248,Meryl Streep such genius Well least an actress I know made fun for lot role accent nail accent every time Her performance Lindy Chamberlain inspiring Mrs Chamberlain portrayed wa particularly likable smart But just make Streep s work remarkable I think she worth all or Oscar nomination About film well were couple interesting thing I t know much Australia theme of religious bigotry among general public played a big part the story I largely missed when I first saw the film year ago came loud clear yesterday And it seems the Australian press is just accomplished misery inducing pursuit overkill their American colleague A pretty good film A bit different Grade B,positive
249,Airport basically slopped together mess Universal Studios try work new twist Concorde supersonic airliner disaster sky formula Bogged with unintentional humor best which when George Kennedy stick hand of Concorde window supersonic speed fire flare gun a heat seeking missile following aircraft flight path the simple fact these dumb passenger keep boarding the same plane continue their flight despite the problem the air Many star this one including Robert Wagner Sylvia Kristel Alain Delon Martha Raye a nervous passenger Not really related the Airport film,negative
250,Supposedly social commentary racism prison condition the rural South the Nightmare full bad Southern stereotype complete phoney accent Not would be offensive the sensibility most American Southerners tawdry piece work come thinly disguised babe prison movie especially it uncut original version Nevertheless acting generally average the late Chuck Connors particular good job making viewer hate even though look somewhat uncomfortable several scene There also a change pace role the late Robert Reed appears a the lecherous warden Tina Louise previously Ginger Gilligan Island made a rather believable sadistic prison guard My grade D,negative
251,OK I bought film Woolworths my friend joke present his birthday front cover a sexual innuendo But decided watch anyway Just hilarity purpose And I sorry got one THE worst film history It began alright thought Ok might actually OK But minute sadly mistaken It began mysterious paint baller turned be obvious character the Scouser Australian I say because had accent couldn be identified s acting might I say abysmal Then it got the end time we had lost the will to live The paint ball final The thing I like about this plot didn actually win annoyingly enough won by default And I know this ha nothing to do it the name the team were given just awful Critical Damage I mean could picked a more awesome name like The Destroyers the Anti Christ something Or that s the film of called anyway,negative
252,Insignificant low brained haha horror like thirteen dozen yet can considered amusing you watch right state mind The special effect tacky acting atrocious screenplay seems miss couple essential paragraph The Brain take place typical quiet American town setting every adolescent work diner cool kid high school flush cherry bomb toilet It here TV guru named Dr Blake his adorable pet brain begin quest nation wide mind controlling Under label independent thinker giant cheesy brain sends wave television set force innocent viewer kill How cool Now Meadowvale teen rebel save the world The funniest thing the plot that never explains where Dr Blake his monstrous brain actually come There obvious reference towards extraterrestrial life that Meh need a background a movie like really There not that much bloodshed unfortunately the evil brain look like over sized sock puppet The more le interesting element horror buff taking a look the cast crew made movie Director Ed Hunt writer Barry Pearson are the men made Bloody Birthday guilty pleasure mine Plague Both are much better movie they wisely decided resign the film industry The familiar face the cast unquestionably the great David Gale horror fan worship forever his role in Re Animator A girl named Christine Kossak provides the nudity factor obviously a great talent She exactly movie repertoire which THIS masterpiece In her debut she wa credited runaway model in men a baby her character referred to one Jack s girl I really wonder she feel about her career a an actress,negative
253,Does anyone remember alternative comedy show THE COMIC STRIP PRESENTS One edition featured Charles Bronson Robbie Coltrane interviewed his new movie GLC It about man ordinary man whose wife family get wiped by creep I hunt kill in sadistic graphic manner And GLC next Bronson We using new angle My family get wiped I go creep This accurately describes THE EVIL THAT MEN DO It Bronson vigilante thriller his motivation t down blood feud this lead credibility becoming strained Bronson a retired hit man isn t giving his retirement anything someone show a video tape featuring interview victim The Doctor legendary time traveler a infamous expert torture It never really explained The Doctor infamous since police state a myriad these sadist explained The Doctor his sister ridiculous English accent As may guess a lazily written movie incident happening the screenwriter need thing happen to further the plot matter unlikely are like one the bad guy getting invited to a threesome he killed thing revealed like The Doctor s sister a lesbian so some T A be included In many way s like one those nasty Chuck Norris vehicle were released the time but the disappointing thing the director is also the same man made ICE COLD IN ALEX THE GUNS OF NAVERONE two well regarded war drama that are often shown Sunday afternoon Believe this movie t be shown well the watershed,negative
254,Well another terrific example awkward film making The rudimentary premise What matter Helen quite shocking disturbing presented such stylish sophisticated fashion In hand movie crew certainly would become nasty gritty exploitation tale director Curtis Harrington Whoever Slew Auntie Roo scriptwriter Henry Farrell Hush Hush Sweet Charlotte charge it became beautiful almost enchanting mixture theme genre The basic plot film definitely horrific there lot experience like love story swinging atmosphere whole lot singing tap dancing The setting unquestionably make movie unique We literally catapulted back sublime depiction era music religion theatrical business wardrobe Following long exhausting trial sentenced son life imprisonment murder Adelle Debbie Reynolds Helen Shelley Winters flee California attempt start new life running dance school young talented girl Particularly Adelle adapts perfectly new environment fall love with a local millionaire poor old Helen continues sink a downwards spiral insanity paranoia She listens the ramblings a radio evangelist fear that she be punished the crime son committed slowly develops violent tendency The script although entirely without flaw well written the film adequately paced There never a dull moment What the matter with Helen although the singing tap dancing tango sequence quite extended much unrelated the actual plot But the atmosphere continuously ominous the film definitely benefice the terrific acting performance Shelley Winters She s downright scary the unpredictable introvert lady s snap any second especially the last ten minute so she look petrifying all the Freddy Kruegers Jason Voorhees Michael Myers combined There several terrific supportive character sadly a little underdeveloped robbed their potential like Michéal MacLiammóir the cocky elocution teacher Agnes Moorehead the creepy priestess Timothy Carey the obtrusive visitor to the lady house There a couple surprisingly gruesome scene moment genuine shock to enjoy the Grand Guignol fanatic among u particularly the set piece costume design even nominated an Oscar are breathtaking,positive
255,Resnais wow The genius brought u Hiroshima Mon Amour take challenge making French musical vibrant colour The opening voice old embellished inter title nice touch Then camera aperture open like old hand crankers black white placard The camera back rather suddenly showing u surprisingly brilliant colour elegant table set a tea party This first second Then music start A rather banal forgettable diddy featuring an unconvincing chorus girl blabbering nonsense ha relevance film yes I speak French I t blame subtitle Those character whiz door replaced people break an even more forgettable song Then leave finally Audrey Tautou appears we hear first appreciable dialogue minute the film I not sure Resnais intended starting with a yawning waste time musical cacophony But the effect the viewer make want hurl skittle the screen storm I endured It t get much better I tell why There absolutely familiarity with any the character We t even see face half the time Resnais seems intent showing the expensive scenery care the actual people front the camera People flit off stage like moth around a lamp we the audience are unable focus on any particular person or plot It s take every episode the Brady Bunch cram into a hour movie With bad song The thing kept watching long a I hour that I looking the camera technique lighting scenery were all I admit excellent But that enough to hold attention hour Not Maybe tomorrow I try watching the end Aw am I kidding I more important thing to do I sure you do Skip,negative
256,I saw movie middle the night I flipping the channel there nothing else watch It one those film you stop to see a moment realize twenty minute so you turn off matter bad One those movie is somewhere between so bad good so bad s well plain BAD it s worth seeing just to experience the confusion realizing it s both Great middle the night fare only the fabulous tennis drag Don even bother asking why nobody can tell Chad Lowe is so obviously male logic not apply,negative
257,This movie take plot behind sci fi flick Doppelganger astronaut our Earth crashing counter Earth opposite side Sun Cold War totalitarian vibe world try turn pilot TV series However whole thing sank without trace TV probably better Everyone perfectly adequate made TV way Cameron Mitchell turn his usual solid performance So Glenn Corbett seems kind poor man John Saxon play rugged individualist whose existence pose a threat foundation World Order counter Earth But low budget low energy inconsistent script lack any real imagination set design cinematography keep Sci Fi adventure firmly tethered launch pad I give one example the original template this pilot Doppleganger the astronaut lose control landing vehicle a thunderstorm crash ship a truly appalling sequence obvious ship never going fly Then the two astronaut stagger helplessly the smoking remains their vehicle the middle howling rain wind be smacked overcome faceless men yelling loudspeaker In Stranded Space the astronaut sitting their seat buzzer sound thing start shaking the camera blur into a blackout a friend pointed wa pretty obvious the actor simply shaking their seat the director even shaking the camera the set I seen episode The Twilight Zone The Outer Limits took effort to establish mood setting this made for TV mediocrity And essence is wrong Stranded In Space No budget time imagination making the token gesture hoping the sci fi Fan Boys imagination enthusiasm fill in the rest Sorry guy it didn t work I sure everyone just finished their work this one walked away never thought it except a a listing their C V And s what you the viewer do You remember pressed that you watched a TV movie called Stranded In Space it made lasting impression on you and you t recall much it,negative
258,Black comedy always easy sell Every you get black comedy hugely successful like Fargo example But usually don t often find big audience People seem either set mind comedy serious mayhem There t seem big market for good mixture both Throw Momma From Train fairly decent hit yet people seem remember much day age Danny DeVito hit this one way park back DeVito play odd mamma boy named Owen looking rid outrageously overbearing unpleasant mother still life The mother played Anne Ramsey passed away shortly this released she quite caricature She loud ugly rude overbearing Though Owen hardly seems like could take care want desperately mother offed He fantasizes some truly weird scene he clearly t gut actually it himself That where Billy Crystal come Crystal play Larry Donner Owen creative writing teacher nearby community college Larry paranoid would intellectual novelist claim ex wife stole novel made million it He currently trying write a new one even come with a decent first sentence The night Owen hears Larry wish ex wife dead an outburst school cafeteria And borrowing the idea Strangers a Train Owen decides travel Hawai murder Larry ex wife Once it appears he done he expects Larry return the favor kill mother The resulting action often quite funny even poignant It certainly never dull often full surprise The acting exceptional even Ramsey a bit the top Crystal good he be DeVito ha always undervalued a performer The film relies quite a bit physical comedy usually work often painfully The film make use some truly innovative editing technique some scene the beat tone truly refreshing I have often critical the late a time artistic malaise and down right lazy film making Throw Momma From the Train take chance Both how character drawn a well a it general plot How many comedy revolve around a son his mother murdered The film t long and it is chock full of laugh Writers apt find it more interesting the general public it can still be enjoyed just about anyone of star The Hound,positive
259,Back I really lengthy vacation around Fourth July something like day row two week paid vacation weekend holiday I stayed town time hanging at parent house lot I t a TV apartment I used watch parent tube I finished watching a segment the X Files a program came called Personal FX I hooked instantly I always fascinated with item our home had come my parent family home through inheritance relative estate often wondered their history value etc After my long vacation I used go my folk house my lunch hour just catch Personal FX I remember one episode which co host Claire Carter announced the New York apartment in which the series filmed being renovated that said renovation complete that Personl FX would return the air It never Personal FX the first best the collectible show And vanished the air Almost fifteen year later I still sore Way to go FX,positive
260,Paul Verhoeven predecessor breakout hit Basic Instinct stylish shocking neo noir thriller Verhoeven become known making somewhat sleazy trash film his native Holland America film one reason The Fourth Man follows strange story Gerard Reve played Jeroen Krabbé gay alcoholic slightly mad writer go Vlissingen give talk story writes While meet seductive Christine Halsslag Renée Soutendijk take back her house he discovers handsome picture one her lover proclaims he meet even kill Paul Verhoeven twist truth many time this film ensures never quite know you Many occurrence The Fourth Man could appear they could easily interpreted something else entirely this keep audience edge their seat duration also make film work this narrative what thrives Paul Verhoeven not filmmaker feel he restrain one thing I like best him This film feature shocking scene made feel ill hour afterwards t happen very often I wont spoil because need surprise element work you see what I mean you see film make sure you get uncut version There also number other macabre scene are le shocking one I mentioned are lovely nonetheless man get eaten lion another one a pipe sent his skull a boat smashed in half lovely The acting in The Fourth Man t anything write home solid throughout Jeroen Krabbé hold the audience attention look the part the drunken writer It Renée Soutendijk that impress the most though the femme fatale the centre the tale Her performance what Sharon Stone would imitate nine year later with Basic Instinct the original fatale best Paul Verhoeven direction is solid throughout he directs attention numerous point view help create the mystery of the story Verhoeven gone make rubbish but he obviously ha talent it a shame that he t put it to better use Of the Verhoeven film I seen this is the best and although it might be difficult to come across trust it s worth the effort,positive
261,I accept most horror t scary today standard hell When see title like this you expect see blood a blood thirsty beast Instead get blood all a beast either want take world live peace Earth yeah what people wanted The overall story is fine astronaut coming back life being one the beast the title really kill the movie Night the Beast would made the fan happy there really t blood speak I like the movie ending left room a sequel wisely never made one This movie t the worst ve ever seen it almost there of,negative
